Solyc04g081240.2.1	SL3.0ch04	100.000	1260	0	0	1204	2463	65313413	65312154	0.0	2327
Solyc04g081240.2.1	SL3.0ch04	99.000	200	2	0	2462	2661	65311856	65311657	1.51e-96	359
Solyc04g081240.2.1	SL3.0ch04	100.000	169	0	0	702	870	65314285	65314117	1.19e-82	313
Solyc04g081240.2.1	SL3.0ch04	100.000	154	0	0	376	529	65314998	65314845	2.59e-74	285
Solyc04g081240.2.1	SL3.0ch04	100.000	140	0	0	1066	1205	65313624	65313485	1.57e-66	259
Solyc04g081240.2.1	SL3.0ch04	100.000	139	0	0	2655	2793	65311505	65311367	5.66e-66	257
Solyc04g081240.2.1	SL3.0ch04	99.237	131	1	0	868	998	65314037	65313907	7.37e-60	237
Solyc04g081240.2.1	SL3.0ch04	100.000	119	0	0	103	221	65316083	65315965	7.42e-55	220
Solyc04g081240.2.1	SL3.0ch04	100.000	105	0	0	215	319	65315377	65315273	4.50e-47	195
Solyc04g081240.2.1	SL3.0ch04	100.000	104	0	0	1	104	65316350	65316247	1.62e-46	193
Solyc04g081240.2.1	SL3.0ch04	98.958	96	1	0	613	708	65314521	65314426	2.11e-40	172
Solyc04g081240.2.1	SL3.0ch04	100.000	87	0	0	528	614	65314742	65314656	4.56e-37	161
Solyc04g081240.2.1	SL3.0ch04	100.000	81	0	0	990	1070	65313806	65313726	9.88e-34	150
Solyc04g081240.2.1	SL3.0ch04	100.000	58	0	0	319	376	65315156	65315099	6.03e-21	108
Solyc04g081240.2.1	SL3.0ch07	81.250	96	18	0	429	524	6387946	6387851	4.73e-12	78.7
