Solyc02g091030.2.1	SL3.0ch02	100.000	199	0	0	203	401	53104367	53104565	1.82e-99	368
Solyc02g091030.2.1	SL3.0ch02	100.000	162	0	0	877	1038	53107355	53107516	6.72e-79	300
Solyc02g091030.2.1	SL3.0ch02	100.000	111	0	0	1924	2034	53111579	53111689	1.51e-50	206
Solyc02g091030.2.1	SL3.0ch02	100.000	96	0	0	38	133	53103756	53103851	3.29e-42	178
Solyc02g091030.2.1	SL3.0ch02	100.000	94	0	0	1110	1203	53108459	53108552	4.25e-41	174
Solyc02g091030.2.1	SL3.0ch02	100.000	94	0	0	1293	1386	53108891	53108984	4.25e-41	174
Solyc02g091030.2.1	SL3.0ch02	100.000	94	0	0	1386	1479	53109106	53109199	4.25e-41	174
Solyc02g091030.2.1	SL3.0ch02	100.000	94	0	0	1563	1656	53110391	53110484	4.25e-41	174
Solyc02g091030.2.1	SL3.0ch02	100.000	94	0	0	1656	1749	53110609	53110702	4.25e-41	174
Solyc02g091030.2.1	SL3.0ch02	100.000	92	0	0	631	722	53106087	53106178	5.50e-40	171
Solyc02g091030.2.1	SL3.0ch02	100.000	91	0	0	1203	1293	53108678	53108768	1.98e-39	169
Solyc02g091030.2.1	SL3.0ch02	100.000	91	0	0	1749	1839	53110827	53110917	1.98e-39	169
Solyc02g091030.2.1	SL3.0ch02	98.889	90	1	0	1204	1293	53109747	53109836	3.31e-37	161
Solyc02g091030.2.1	SL3.0ch02	98.889	90	1	0	1750	1839	53109747	53109836	3.31e-37	161
Solyc02g091030.2.1	SL3.0ch02	100.000	86	0	0	1839	1924	53111340	53111425	1.19e-36	159
Solyc02g091030.2.1	SL3.0ch02	96.809	94	3	0	1563	1656	53108459	53108552	4.28e-36	158
Solyc02g091030.2.1	SL3.0ch02	96.809	94	3	0	1656	1749	53108675	53108768	4.28e-36	158
Solyc02g091030.2.1	SL3.0ch02	97.802	91	2	0	1749	1839	53108678	53108768	4.28e-36	158
Solyc02g091030.2.1	SL3.0ch02	100.000	85	0	0	1479	1563	53109321	53109405	4.28e-36	158
Solyc02g091030.2.1	SL3.0ch02	96.809	94	3	0	1563	1656	53109530	53109623	4.28e-36	158
Solyc02g091030.2.1	SL3.0ch02	96.809	94	3	0	1656	1749	53109743	53109836	4.28e-36	158
Solyc02g091030.2.1	SL3.0ch02	96.809	94	3	0	1110	1203	53110391	53110484	4.28e-36	158
Solyc02g091030.2.1	SL3.0ch02	96.809	94	3	0	1656	1749	53110824	53110917	4.28e-36	158
Solyc02g091030.2.1	SL3.0ch02	97.802	91	2	0	1203	1293	53110827	53110917	4.28e-36	158
Solyc02g091030.2.1	SL3.0ch02	100.000	82	0	0	398	479	53104713	53104794	1.99e-34	152
Solyc02g091030.2.1	SL3.0ch02	98.837	86	0	1	717	801	53106630	53106715	1.99e-34	152
Solyc02g091030.2.1	SL3.0ch02	96.703	91	3	0	1203	1293	53110612	53110702	1.99e-34	152
Solyc02g091030.2.1	SL3.0ch02	96.703	91	3	0	1749	1839	53110612	53110702	1.99e-34	152
Solyc02g091030.2.1	SL3.0ch02	95.745	94	2	2	466	557	53105191	53105284	7.16e-34	150
Solyc02g091030.2.1	SL3.0ch02	96.629	89	3	0	1293	1381	53109959	53110047	2.58e-33	148
Solyc02g091030.2.1	SL3.0ch02	100.000	79	0	0	799	877	53107123	53107201	9.27e-33	147
Solyc02g091030.2.1	SL3.0ch02	97.647	85	2	0	1479	1563	53110182	53110266	9.27e-33	147
Solyc02g091030.2.1	SL3.0ch02	94.565	92	5	0	1386	1477	53109959	53110050	1.20e-31	143
Solyc02g091030.2.1	SL3.0ch02	100.000	75	0	0	556	630	53105527	53105601	1.55e-30	139
Solyc02g091030.2.1	SL3.0ch02	97.561	82	1	1	1030	1110	53108253	53108334	1.55e-30	139
Solyc02g091030.2.1	SL3.0ch02	98.684	76	1	0	129	204	53104148	53104223	2.01e-29	135
Solyc02g091030.2.1	SL3.0ch02	92.553	94	7	0	1386	1479	53108891	53108984	2.01e-29	135
Solyc02g091030.2.1	SL3.0ch02	92.553	94	7	0	1293	1386	53109106	53109199	2.01e-29	135
Solyc02g091030.2.1	SL3.0ch02	94.253	87	5	0	1568	1654	53109964	53110050	7.21e-29	134
Solyc02g091030.2.1	SL3.0ch02	92.308	91	7	0	1566	1656	53108244	53108334	9.33e-28	130
Solyc02g091030.2.1	SL3.0ch02	92.308	91	7	0	1566	1656	53109109	53109199	9.33e-28	130
Solyc02g091030.2.1	SL3.0ch02	98.630	73	1	0	1566	1638	53110182	53110254	9.33e-28	130
Solyc02g091030.2.1	SL3.0ch02	92.308	91	7	0	1389	1479	53110394	53110484	9.33e-28	130
Solyc02g091030.2.1	SL3.0ch02	96.154	78	3	0	1293	1370	53110179	53110256	3.36e-27	128
Solyc02g091030.2.1	SL3.0ch02	92.135	89	7	0	1568	1656	53108896	53108984	1.21e-26	126
Solyc02g091030.2.1	SL3.0ch02	92.135	89	7	0	1298	1386	53110396	53110484	1.21e-26	126
Solyc02g091030.2.1	SL3.0ch02	90.426	94	9	0	1293	1386	53108241	53108334	4.34e-26	124
Solyc02g091030.2.1	SL3.0ch02	97.260	73	2	0	1566	1638	53109321	53109393	4.34e-26	124
Solyc02g091030.2.1	SL3.0ch02	97.260	73	2	0	1479	1551	53110394	53110466	4.34e-26	124
Solyc02g091030.2.1	SL3.0ch02	93.827	81	5	0	1290	1370	53109315	53109395	1.56e-25	122
Solyc02g091030.2.1	SL3.0ch02	95.890	73	3	0	1481	1553	53108896	53108968	2.02e-24	119
Solyc02g091030.2.1	SL3.0ch02	89.011	91	10	0	1389	1479	53109533	53109623	9.40e-23	113
Solyc02g091030.2.1	SL3.0ch02	93.421	76	5	0	1386	1461	53110179	53110254	9.40e-23	113
Solyc02g091030.2.1	SL3.0ch02	94.444	72	4	0	1479	1550	53109533	53109604	3.38e-22	111
Solyc02g091030.2.1	SL3.0ch02	91.250	80	7	0	1382	1461	53109314	53109393	1.22e-21	110
Solyc02g091030.2.1	SL3.0ch02	88.764	89	10	0	1298	1386	53109535	53109623	1.22e-21	110
Solyc02g091030.2.1	SL3.0ch02	94.366	71	4	0	1481	1551	53109964	53110034	1.22e-21	110
Solyc02g091030.2.1	SL3.0ch02	91.781	73	6	0	1479	1551	53109109	53109181	2.03e-19	102
Solyc02g091030.2.1	SL3.0ch02	89.024	82	8	1	1030	1110	53110403	53110484	7.32e-19	100
Solyc02g091030.2.1	SL3.0ch02	90.411	73	7	0	1479	1551	53108244	53108316	9.46e-18	97.1
Solyc02g091030.2.1	SL3.0ch02	87.805	82	9	1	1030	1110	53108903	53108984	3.40e-17	95.3
Solyc02g091030.2.1	SL3.0ch02	100.000	40	0	0	1	40	53103617	53103656	4.43e-11	75.0
Solyc02g091030.2.1	SL3.0ch02	87.500	64	7	1	1030	1092	53110191	53110254	1.59e-10	73.1
Solyc02g091030.2.1	SL3.0ch02	85.938	64	8	1	1030	1092	53109330	53109393	7.42e-09	67.6
