Solyc02g093150.2.1	SL3.0ch02	100.000	309	0	0	1	309	54715365	54715673	8.45e-161	571
Solyc02g093150.2.1	SL3.0ch02	99.138	232	1	1	1110	1341	54717453	54717683	4.19e-114	416
Solyc02g093150.2.1	SL3.0ch02	100.000	224	0	0	893	1116	54717146	54717369	1.51e-113	414
Solyc02g093150.2.1	SL3.0ch02	100.000	159	0	0	736	894	54716903	54717061	2.05e-77	294
Solyc02g093150.2.1	SL3.0ch02	100.000	153	0	0	450	602	54716292	54716444	4.43e-74	283
Solyc02g093150.2.1	SL3.0ch02	88.742	151	17	0	452	602	36642951	36643101	1.29e-44	185
Solyc02g093150.2.1	SL3.0ch02	100.000	95	0	0	642	736	54716719	54716813	7.74e-42	176
Solyc02g093150.2.1	SL3.0ch02	100.000	89	0	0	365	453	54716004	54716092	1.67e-38	165
Solyc02g093150.2.1	SL3.0ch02	75.427	293	53	16	28	309	36641933	36642217	2.84e-26	124
Solyc02g093150.2.1	SL3.0ch02	86.957	92	9	3	1224	1313	36644515	36644605	4.79e-19	100
Solyc02g093150.2.1	SL3.0ch02	100.000	45	0	0	600	644	54716579	54716623	4.82e-14	84.2
Solyc02g093150.2.1	SL3.0ch02	95.556	45	2	0	600	644	36643189	36643233	1.04e-10	73.1
Solyc02g093150.2.1	SL3.0ch02	100.000	35	0	0	332	366	54715885	54715919	1.75e-08	65.8
Solyc02g093150.2.1	SL3.0ch02	100.000	29	0	0	308	336	54715763	54715791	3.78e-05	54.7
Solyc02g093150.2.1	SL3.0ch03	90.196	153	13	2	451	602	8792091	8792242	1.65e-48	198
